0.37132 1:0.26592 2:0.265892 3:0.714928535467987 4:0.171 5:0.945452737766528 6:0.311624 7:0.911102894854934 8:0.331785 9:0.177716 10:0.296831 11:0.287751 12:0.2883 13:0.796510887431526 14:0.790987700122713 15:0.759550561797753 16:0.678651685393258 17:0.799455706072509 18:0.944953931580313 19:0.875280898876404 20:1.23551120006 21:0.2022 22:0.2921 23:0.2472 30:0.304412 #T0911:Atome2_CBS_TS1
0.09988 1:0.25485 2:0.09422 3:0.725126757386136 4:0.055 5:0.880153729380622 6:0.284487 7:0.824728445537548 8:0.304653 9:0.249026 10:0.325095 11:0.287463 12:0.0898 13:0.698391507436661 14:0.793969920949745 15:0.696629213483146 16:0.669662921348315 17:0.802584254634051 18:0.944014144296134 19:0.844943820224719 20:1.15335333983 21:0.0562 22:0.0337 23:0.0562 30:0.112516 #T0911:chuo-u2_TS4
0.11581 1:0.33900 2:0.102151 3:0.726276908029525 4:0.054 5:0.918244753350015 6:0.304045 7:0.875767172698873 8:0.376366 9:0.261182 10:0.372035 11:0.34049 12:0.0971 13:0.739644920698956 14:0.794226762934848 15:0.732584269662921 16:0.696629213483146 17:0.804823725718559 18:0.944810893692924 19:0.860674157303371 20:1.19507600963 21:0.1236 22:0.0449 23:0.0112 30:0.125002 #T0911:chuo-u2_TS5
0.5288 1:0.45843 2:0.386315 3:0.763728842723692 4:0.293 5:0.976783828456046 6:0.362431 7:0.94327425720154 8:0.484794 9:0.409934 10:0.475945 11:0.473357 12:0.4064 13:0.800133363117763 14:0.793656002967952 15:0.813483146067416 16:0.730337078651685 17:0.801304132269218 18:0.943758746486156 19:0.903370786516854 20:1.20560804854 21:0.3933 22:0.3708 23:0.7865 30:0.435286 #T0911:myprotein-me_TS1
0.45588 1:0.37618 2:0.32453 3:0.715145063470285 4:0.228 5:0.9577637197291 6:0.349551 7:0.944322301800169 8:0.448593 9:0.352525 10:0.432312 11:0.439316 12:0.3422 13:0.847541617627937 14:0.781827002654034 15:0.820224719101124 16:0.714606741573034 17:0.790901037864091 18:0.940666048437531 19:0.906741573033708 20:1.16610832964 21:0.4719 22:0.4157 23:0.6854 30:0.391727 #T0911:myprotein-me_TS2
0.33762 1:0.22753 2:0.243384 3:0.684453248269937 4:0.195 5:0.581415572937096 6:0.200857 7:0.559239499197432 8:0.0399618 9:-0.0340094 10:0.0374026 11:0.107812 12:0.2043 13:0.650355446049618 14:0.597885334322651 15:0.465168539325843 16:0.451685393258427 17:0.625564945004771 18:0.621115139032878 19:0.729213483146067 20:0.946742901522 21:0.2135 22:0.3034 23:0.382 30:0.304980 #T0911:myprotein-me_TS3
0.53493 1:0.46981 2:0.386856 3:0.77694446056741 4:0.297 5:0.978979726134464 6:0.354134 7:0.967924306701876 8:0.477112 9:0.382994 10:0.463166 11:0.467545 12:0.4062 13:0.849411368538974 14:0.795710738848777 15:0.817977528089888 16:0.730337078651685 17:0.803934761675664 18:0.943710267615558 19:0.90561797752809 20:1.17971164309 21:0.382 22:0.3708 23:0.7753 30:0.436752 #T0911:myprotein-me_TS4
0.31618 1:0.20473 2:0.256737 3:0.703288714568753 4:0.206 5:0.580495724656303 6:0.188893 7:0.559333280484648 8:0.016394 9:-0.0508311 10:0.0103862 11:0.078614 12:0.2158 13:0.663881466860932 14:0.608929539682087 15:0.456179775280899 16:0.442696629213483 17:0.634920191546771 18:0.661513525285743 19:0.724719101123595 20:0.931618102612 21:0.1011 22:0.2584 23:0.3708 30:0.306042 #T0911:myprotein-me_TS5
0.24755 1:0.19502 2:0.181231 3:0.780514291053977 4:0.141 5:0.643993079057455 6:0.182008 7:0.622969240822244 8:0.0725557 9:-0.0350079 10:0.0670521 11:0.0620069 12:0.1578 13:0.673646514388213 14:0.655132559002312 15:0.584269662921348 16:0.528089887640449 17:0.665695953616115 18:0.868856862569327 19:0.792134831460674 20:0.968371491473 21:0.3146 22:0.4157 23:0.2584 30:0.244813 #T0911:slbio_TS1
0.24939 1:0.18631 2:0.183589 3:0.782393885841991 4:0.142 5:0.677988388630721 6:0.192604 7:0.655312793955712 8:0.102511 9:-0.0395617 10:0.0803706 11:0.0700653 12:0.1613 13:0.677716556697662 14:0.666162495362575 15:0.582022471910112 16:0.532584269662921 17:0.677577991470616 18:0.885593253503905 19:0.791011235955056 20:1.00072583068 21:0.3034 22:0.4045 23:0.2584 30:0.244196 #T0911:slbio_TS2
0.25797 1:0.19482 2:0.184407 3:0.774409518669777 4:0.142 5:0.643806983208865 6:0.174647 7:0.625878146084675 8:0.0822482 9:-0.029358 10:0.0650295 11:0.0688483 12:0.1629 13:0.678979172015083 14:0.655931622955966 15:0.591011235955056 16:0.530337078651685 17:0.666976873640164 18:0.875793498705002 19:0.793258426966292 20:0.974697261018 21:0.3371 22:0.382 23:0.2584 30:0.248019 #T0911:slbio_TS3
0.23958 1:0.18379 2:0.176625 3:0.753504275193095 4:0.134 5:0.635662014453129 6:0.176878 7:0.611139652254958 8:0.0689461 9:-0.0723024 10:0.0364758 11:0.0435217 12:0.1355 13:0.673493880299934 14:0.653448817099969 15:0.564044943820225 16:0.507865168539326 17:0.662907053416489 18:0.87395978341646 19:0.779775280898876 20:0.925064658284 21:0.3034 22:0.382 23:0.2584 30:0.231348 #T0911:slbio_TS4
0.25368 1:0.18750 2:0.184453 3:0.766312359344274 4:0.142 5:0.643388882114253 6:0.180615 7:0.628714372546989 8:0.0716267 9:-0.000226541 10:0.0930557 11:0.0817232 12:0.1606 13:0.676006108030794 14:0.647013498473217 15:0.582022471910112 16:0.51685393258427 17:0.659344597550138 18:0.879320521648907 19:0.78876404494382 20:0.951070946833 21:0.3146 22:0.382 23:0.2584 30:0.245390 #T0911:slbio_TS5
0.56189 1:0.44981 2:0.444873 3:0.721521524982844 4:0.360 5:0.998759386920691 6:0.351691 7:0.932940382333144 8:0.428144 9:0.405352 10:0.433438 11:0.436462 12:0.4596 13:0.790681318827872 14:0.833009902685426 15:0.779775280898876 16:0.669662921348315 17:0.834189361452042 18:0.947306990847565 19:0.884269662921348 20:1.14859327453 21:0.3596 22:0.4719 23:0.9101 30:0.462122 #T0911:tsspred2_TS1
0.08027 1:0.15455 2:0.0693979 3:0.698993556439506 4:0.047 5:0.603018606442076 6:0.07615 7:0.613034222958629 8:-0.0329432 9:-0.158057 10:-0.095284 11:-0.116286 12:0.0490 13:0.720477973414063 14:0.653306127108245 15:0.69438202247191 16:0.348314606741573 17:0.670634452479663 18:0.886302028579501 19:0.843820224719101 20:0.90935776423 21:0.1124 22:0 23:0 30:0.090033 #T0911:tsspred2_TS2
0.5625 1:0.49699 2:0.445798 3:0.717044417467635 4:0.361 5:1 6:0.35649 7:0.945605507516526 8:0.469542 9:0.442282 10:0.476185 11:0.476872 12:0.4607 13:0.806337015266743 14:0.828101366970121 15:0.782022471910112 16:0.671910112359551 17:0.829357710307375 18:0.946980694050887 19:0.885393258426966 20:1.16115806608 21:0.382 22:0.4719 23:0.9101 30:0.468715 #T0911:tsspred2_TS3
0.56189 1:0.45378 2:0.445816 3:0.721682891859082 4:0.361 5:1 6:0.344477 7:0.947440613731683 8:0.43039 9:0.404369 10:0.437273 11:0.444216 12:0.4604 13:0.80173778810601 14:0.831697154761565 15:0.791011235955056 16:0.651685393258427 17:0.832470119845715 18:0.947370288025078 19:0.889887640449438 20:1.15715105 21:0.382 22:0.4719 23:0.9101 30:0.464582 #T0911:tsspred2_TS4
0.09436 1:0.16890 2:0.0811714 3:0.659061017673378 4:0.054 5:0.60547063123267 6:0.0710822 7:0.620969360016569 8:-0.0203676 9:-0.136416 10:-0.0519929 11:-0.101306 12:0.0564 13:0.746164443392358 14:0.655874546959276 15:0.820224719101124 16:0.325842696629214 17:0.670993416020684 18:0.894875239462703 19:0.910112359550562 20:0.916724805634 21:0.1011 22:0.0449 23:0 30:0.102276 #T0911:tsspred2_TS5
